Base_Item_Number;Order_Minimum;Order_Unit_Of_Measure;Unit_Increments;SKU;UPC;Category;Image_URL;Finish;Glass;Fixture_Socket_Size;Fixture_Socket_Size_2;Integrated_LED;Integrated_LED_Wattage;Inventory_Qty;Weight;Weight_Unit;Short_Description;IMAP_Price;Wholesale_Price;Height;Length;Extends;HCWO;Prop_65;Image_Name;Wet_Rated;Theme;Url
1831-21;1;EA;1;1831-21;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/183110.jpg?v=1641495065;;;;;N;;0;0;lbs;Evolution - Square tube PAR-38 - 1831;262.8;131.4;;;;;N;1831-21.png;Y;Evolution ;https://snoc.com/products/1831-tube-carre-par-38?variant=42099681656994&om=9160
1838-01;1;EA;1;1838-01;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1838-01.png?v=1641495612;Noir;;;;N;;0;0;lbs;Evolution - Square tube PAR-20 - 1838;172.8;86.4;;;;;N;1838-01.png;Y;Evolution ;https://snoc.com/products/1838-tube-carre-par-20?variant=40734335434914&om=9160
1838-09;1;EA;1;1838-09;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1838-09.png?v=1641495621;Brun;;;;N;;0;0;lbs;Evolution - Square tube PAR-20 - 1838;172.8;86.4;;;;;N;1838-09.png;Y;Evolution ;https://snoc.com/products/1838-tube-carre-par-20?variant=40734335500450&om=9160
1838-03;1;EA;1;1838-03;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1838-03.png?v=1641495617;Blanc;;;;N;;0;0;lbs;Evolution - Square tube PAR-20 - 1838;172.8;86.4;;;;;N;1838-03.png;Y;Evolution ;https://snoc.com/products/1838-tube-carre-par-20?variant=41594147733666&om=9160
1838-06;1;EA;1;1838-06;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1838-01.png?v=1641495612;;;;;N;;0;0;lbs;Evolution - Square tube PAR-20 - 1838;172.8;86.4;;;;;N;1838-06.png;Y;Evolution ;https://snoc.com/products/1838-tube-carre-par-20?variant=42099679559842&om=9160
1838-10;1;EA;1;1838-10;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1838-01.png?v=1641495612;Anthracite;;;;N;;0;0;lbs;Evolution - Square tube PAR-20 - 1838;172.8;86.4;;;;;N;1838-10.png;Y;Evolution ;https://snoc.com/products/1838-tube-carre-par-20?variant=42099680772258&om=9160
1838-21;1;EA;1;1838-21;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1838-01.png?v=1641495612;;;;;N;;0;0;lbs;Evolution - Square tube PAR-20 - 1838;172.8;86.4;;;;;N;1838-21.png;Y;Evolution ;https://snoc.com/products/1838-tube-carre-par-20?variant=42099681689762&om=9160
1838F-01;1;EA;1;1838F-01;;Couvercle;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1838F-01.png?v=1641495568;Noir;;;;N;;0;0;lbs;Evolution - Lid for 1838;34.2;17.1;;;;;N;1838F-01.png;Y;Evolution ;https://snoc.com/products/couvercle-pour-1838?variant=40734339498146&om=9160
1838F-03;1;EA;1;1838F-03;;Couvercle;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1838F-03.png?v=1641495574;Blanc;;;;N;;0;0;lbs;Evolution - Lid for 1838;34.2;17.1;;;;;N;1838F-03.png;Y;Evolution ;https://snoc.com/products/couvercle-pour-1838?variant=40734339530914&om=9160
1838F-09;1;EA;1;1838F-09;;Couvercle;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1838F-09.png?v=1641495579;Brun;;;;N;;0;0;lbs;Evolution - Lid for 1838;34.2;17.1;;;;;N;1838F-09.png;Y;Evolution ;https://snoc.com/products/couvercle-pour-1838?variant=40734339563682&om=9160
1825-01;1;EA;1;1825-01;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1825-01.png?v=1641409820;Noir;;;;N;;0;0;lbs;Evolution - Lined Oval Tube PAR-20 / A-19 -1825;131.4;65.7;;;;;N;1825-01.png;Y;Evolution ;https://snoc.com/products/1825-tube-oval-lignes-frontales?variant=40734358339746&om=9160
1825-03;1;EA;1;1825-03;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1825-03.png?v=1641409834;Blanc;;;;N;;0;0;lbs;Evolution - Lined Oval Tube PAR-20 / A-19 -1825;131.4;65.7;;;;;N;1825-03.png;Y;Evolution ;https://snoc.com/products/1825-tube-oval-lignes-frontales?variant=40734358372514&om=9160
1825-09;1;EA;1;1825-09;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1825-09.png?v=1641409837;Brun;;;;N;;0;0;lbs;Evolution - Lined Oval Tube PAR-20 / A-19 -1825;131.4;65.7;;;;;N;1825-09.png;Y;Evolution ;https://snoc.com/products/1825-tube-oval-lignes-frontales?variant=40734358405282&om=9160
1825-21;1;EA;1;1825-21;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/182521.jpg?v=1641409820;;;;;N;;0;0;lbs;Evolution - Lined Oval Tube PAR-20 / A-19 -1825;131.4;65.7;;;;;N;1825-21.png;Y;Evolution ;https://snoc.com/products/1825-tube-oval-lignes-frontales?variant=40759148740770&om=9160
1825-06;1;EA;1;1825-06;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1825-09.png?v=1641409837;;;;;N;;0;0;lbs;Evolution - Lined Oval Tube PAR-20 / A-19 -1825;131.4;65.7;;;;;N;1825-06.png;Y;Evolution ;https://snoc.com/products/1825-tube-oval-lignes-frontales?variant=42099679625378&om=9160
1825-10;1;EA;1;1825-10;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1825-09.png?v=1641409837;Anthracite;;;;N;;0;0;lbs;Evolution - Lined Oval Tube PAR-20 / A-19 -1825;131.4;65.7;;;;;N;1825-10.png;Y;Evolution ;https://snoc.com/products/1825-tube-oval-lignes-frontales?variant=42099680837794&om=9160
1080-01;1;EA;1;1080-01;;Poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/10801.jpg?v=1647541123;Noir;Noir;;;N;;1;0;lbs;Steel post - 3" round for direct burial;151.20000000000002;75.60000000000001;;;;;N;1080-01.png;Y;Steel post ;https://snoc.com/products/1080-poteau-acier-3-x-80?variant=40734376886434&om=9160
1080-03;1;EA;1;1080-03;;Poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/10801.jpg?v=1647541123;Blanc;Blanc;;;N;;0;0;lbs;Steel post - 3" round for direct burial;151.20000000000002;75.60000000000001;;;;;N;1080-03.png;Y;Steel post ;https://snoc.com/products/1080-poteau-acier-3-x-80?variant=40734376919202&om=9160
1080-09;1;EA;1;1080-09;;Poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/10801.jpg?v=1647541123;Brun;Brun;;;N;;1;0;lbs;Steel post - 3" round for direct burial;151.20000000000002;75.60000000000001;;;;;N;1080-09.png;Y;Steel post ;https://snoc.com/products/1080-poteau-acier-3-x-80?variant=40734376951970&om=9160
1082-01;1;EA;1;1082-01;;Poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/10801.jpg?v=1647541123;Noir;Noir;;;N;;0;0;lbs;Steel post - 3" round for direct burial;178.20000000000002;89.10000000000001;;;;;N;1082-01.png;Y;Steel post ;https://snoc.com/products/1080-poteau-acier-3-x-80?variant=40863800131746&om=9160
1082-03;1;EA;1;1082-03;;Poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/10801.jpg?v=1647541123;Blanc;Blanc;;;N;;1;0;lbs;Steel post - 3" round for direct burial;178.20000000000002;89.10000000000001;;;;;N;1082-03.png;Y;Steel post ;https://snoc.com/products/1080-poteau-acier-3-x-80?variant=40863800197282&om=9160
1082-09;1;EA;1;1082-09;;Poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/10801.jpg?v=1647541123;Brun;Brun;;;N;;0;0;lbs;Steel post - 3" round for direct burial;178.20000000000002;89.10000000000001;;;;;N;1082-09.png;Y;Steel post ;https://snoc.com/products/1080-poteau-acier-3-x-80?variant=40863800230050&om=9160
1085-01;1;EA;1;1085-01;;Poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/10801.jpg?v=1647541123;Noir;Noir;;;N;;0;0;lbs;Steel post - 3" round for direct burial;212.4;106.2;;;;;N;1085-01.png;Y;Steel post ;https://snoc.com/products/1080-poteau-acier-3-x-80?variant=40863888146594&om=9160
1085-03;1;EA;1;1085-03;;Poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/10801.jpg?v=1647541123;Blanc;Blanc;;;N;;0;0;lbs;Steel post - 3" round for direct burial;212.4;106.2;;;;;N;1085-03.png;Y;Steel post ;https://snoc.com/products/1080-poteau-acier-3-x-80?variant=40863888179362&om=9160
1085-09;1;EA;1;1085-09;;Poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/10801.jpg?v=1647541123;Brun;Brun;;;N;;-2;0;lbs;Steel post - 3" round for direct burial;212.4;106.2;;;;;N;1085-09.png;Y;Steel post ;https://snoc.com/products/1080-poteau-acier-3-x-80?variant=40863888212130&om=9160
81557BK LD;1;EA;1;81557BK LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81557BKLD.jpg?v=1647541125;Noir;;;;N;;4;0;lbs;Wall light - LED 7 WATTS-3000K - 81557;122.94;61.47;;;;;N;81557BKLD.png;Y;Wall light ;https://snoc.com/products/81557-applique-mural-del-7-watts-3000k?variant=40734407032994&om=9160
81557WH LD;1;EA;1;81557WH LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81557BKLD.jpg?v=1647541125;Blanc;;;;N;;1;0;lbs;Wall light - LED 7 WATTS-3000K - 81557;122.94;61.47;;;;;N;81557WHLD.png;Y;Wall light ;https://snoc.com/products/81557-applique-mural-del-7-watts-3000k?variant=40734407065762&om=9160
81560BK LD;1;EA;1;81560BK LD;;Lampe;;Noir;;;;N;;-1;0;lbs;Profile Wall 7 IN - LED 7W-300K - 81560;145.07999999999998;72.53999999999999;;;;;N;81560BKLD.png;Y;Profile Wall 7 IN ;https://snoc.com/products/81560-murale-profilee-7-po-del-7w-300k?variant=40734439702690&om=9160
81560WH LD;1;EA;1;81560WH LD;;Lampe;;Blanc;;;;N;;0;0;lbs;Profile Wall 7 IN - LED 7W-300K - 81560;145.07999999999998;72.53999999999999;;;;;N;81560WHLD.png;Y;Profile Wall 7 IN ;https://snoc.com/products/81560-murale-profilee-7-po-del-7w-300k?variant=40734439735458&om=9160
1187-01;1;EA;1;1187-01;;Accessoire;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/11871.jpg?v=1647541128;Noir;;;;N;;0;0;lbs;Pedestal - 3" collar base for luminaire - 1187;48.6;24.3;;;;;N;1187-01.png;Y;Pedestal ;https://snoc.com/products/base-piedestal-collet-3?variant=40734454284450&om=9160
1187-03;1;EA;1;1187-03;;Accessoire;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/11871.jpg?v=1647541128;Blanc;;;;N;;0;0;lbs;Pedestal - 3" collar base for luminaire - 1187;48.6;24.3;;;;;N;1187-03.png;Y;Pedestal ;https://snoc.com/products/base-piedestal-collet-3?variant=40734454317218&om=9160
1187-09;1;EA;1;1187-09;;Accessoire;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/11871.jpg?v=1647541128;Brun;;;;N;;0;0;lbs;Pedestal - 3" collar base for luminaire - 1187;48.6;24.3;;;;;N;1187-09.png;Y;Pedestal ;https://snoc.com/products/base-piedestal-collet-3?variant=40734454349986&om=9160
1160-01;1;EA;1;1160-01;;Base pour poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/11601.jpg?v=1647541129;Noir;;;;N;;0;0;lbs;Accessory - 3" diameter post collar - 1160;64.8;32.4;;;;;N;1160-01.png;Y;Accessory ;https://snoc.com/products/base-pour-poteau-3-diametre?variant=40734461526178&om=9160
1160-03;1;EA;1;1160-03;;Base pour poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/11601.jpg?v=1647541129;Blanc;;;;N;;0;0;lbs;Accessory - 3" diameter post collar - 1160;64.8;32.4;;;;;N;1160-03.png;Y;Accessory ;https://snoc.com/products/base-pour-poteau-3-diametre?variant=40734461558946&om=9160
1160-09;1;EA;1;1160-09;;Base pour poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/11601.jpg?v=1647541129;Brun;;;;N;;0;0;lbs;Accessory - 3" diameter post collar - 1160;64.8;32.4;;;;;N;1160-09.png;Y;Accessory ;https://snoc.com/products/base-pour-poteau-3-diametre?variant=40734461591714&om=9160
1131-01;1;EA;1;1131-01;;Accessoire;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/11311.jpg?v=1647541130;Noir;;;;N;;0;0;lbs;Pedestal - Collar base 3" diameter for luminaire - 1131;126;63;;;;;N;1131-01.png;Y;Pedestal ;https://snoc.com/products/base-piedestal-collet-3-diametre?variant=40734481711266&om=9160
1131-03;1;EA;1;1131-03;;Accessoire;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/11311.jpg?v=1647541130;Blanc;;;;N;;0;0;lbs;Pedestal - Collar base 3" diameter for luminaire - 1131;126;63;;;;;N;1131-03.png;Y;Pedestal ;https://snoc.com/products/base-piedestal-collet-3-diametre?variant=40734481776802&om=9160
1131-09;1;EA;1;1131-09;;Accessoire;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/11311.jpg?v=1647541130;Brun;;;;N;;0;0;lbs;Pedestal - Collar base 3" diameter for luminaire - 1131;126;63;;;;;N;1131-09.png;Y;Pedestal ;https://snoc.com/products/base-piedestal-collet-3-diametre?variant=40734481809570&om=9160
82002BK;1;EA;1;82002BK;;Poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1056-01_febb31d3-6cb4-4a57-b509-f9853c2d2f36.png?v=1648830347;Noir;;;;N;;0;0;lbs;Vintage - Post 76" - 1056;308.52000000000004;154.26000000000002;;;;;N;82002BK.png;Y;Vintage ;https://snoc.com/products/vintage-poteau-1056-76?variant=40734496555170&om=9160
82002WH;1;EA;1;82002WH;;Poteau;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1056-03_e1b24e93-214c-428c-ada2-03d4ec98f71d.png?v=1648830352;Blanc;;;;N;;0;0;lbs;Vintage - Post 76" - 1056;308.52000000000004;154.26000000000002;;;;;N;82002WH.png;Y;Vintage ;https://snoc.com/products/vintage-poteau-1056-76?variant=40734496587938&om=9160
81389BK;1;EA;1;81389BK;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81389BK.png?v=1649874980;Noir;a/s;;;N;;0;0;lbs;Imagine - Wall mount up - 81389;135;67.5;;;;;N;81389BK.png;Y;Imagine ;https://snoc.com/products/imagine-murale-verre-avec-motifs-givres?variant=40734528962722&om=9160
81389BK LD;1;EA;1;81389BK LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81389BK_LD.png?v=1649875017;Noir;DEL;;;N;;0;0;lbs;Imagine - Wall mount up - 81389;194.4;97.2;;;;;N;81389BKLD.png;Y;Imagine ;https://snoc.com/products/imagine-murale-verre-avec-motifs-givres?variant=40734528995490&om=9160
81389WH;1;EA;1;81389WH;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81389WH.png?v=1649874980;Blanc;a/s;;;N;;0;0;lbs;Imagine - Wall mount up - 81389;135;67.5;;;;;N;81389WH.png;Y;Imagine ;https://snoc.com/products/imagine-murale-verre-avec-motifs-givres?variant=40734529028258&om=9160
81389WH LD;1;EA;1;81389WH LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81389WH_LD.png?v=1649875017;Blanc;DEL;;;N;;0;0;lbs;Imagine - Wall mount up - 81389;194.4;97.2;;;;;N;81389WHLD.png;Y;Imagine ;https://snoc.com/products/imagine-murale-verre-avec-motifs-givres?variant=40734529061026&om=9160
1796-01;1;EA;1;1796-01;;Boite-Lettre;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/17961.jpg?v=1630350599;Noir;;;;N;;-1;0;lbs;Oxford - Horizontal Mailbox - 1796;169.20000000000002;84.60000000000001;;;;;N;1796-01.png;Y;Oxford ;https://snoc.com/products/boite-lettre-horizontale?variant=40739914547362&om=9160
1796-03;1;EA;1;1796-03;;Boite-Lettre;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/17961.jpg?v=1630350599;Blanc;;;;N;;0;0;lbs;Oxford - Horizontal Mailbox - 1796;169.20000000000002;84.60000000000001;;;;;N;1796-03.png;Y;Oxford ;https://snoc.com/products/boite-lettre-horizontale?variant=40739914580130&om=9160
1796-09;1;EA;1;1796-09;;Boite-Lettre;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/1796_9.jpg?v=1630350599;Brun;;;;N;;0;0;lbs;Oxford - Horizontal Mailbox - 1796;169.20000000000002;84.60000000000001;;;;;N;1796-09.png;Y;Oxford ;https://snoc.com/products/boite-lettre-horizontale?variant=40739914612898&om=9160
1796-06;1;EA;1;1796-06;;Boite-Lettre;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/17961.jpg?v=1630350599;;;;;N;;0;0;lbs;Oxford - Horizontal Mailbox - 1796;169.20000000000002;84.60000000000001;;;;;N;1796-06.png;Y;Oxford ;https://snoc.com/products/boite-lettre-horizontale?variant=42231374905506&om=9160
1796-10;1;EA;1;1796-10;;Boite-Lettre;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/17961.jpg?v=1630350599;Anthracite;;;;N;;0;0;lbs;Oxford - Horizontal Mailbox - 1796;169.20000000000002;84.60000000000001;;;;;N;1796-10.png;Y;Oxford ;https://snoc.com/products/boite-lettre-horizontale?variant=42231374938274&om=9160
1796-21;1;EA;1;1796-21;;Boite-Lettre;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/17961.jpg?v=1630350599;;;;;N;;0;0;lbs;Oxford - Horizontal Mailbox - 1796;169.20000000000002;84.60000000000001;;;;;N;1796-21.png;Y;Oxford ;https://snoc.com/products/boite-lettre-horizontale?variant=42231374971042&om=9160
81369BK;1;EA;1;81369BK;;Base pour poteau;;Noir;;;;N;;0;0;lbs;Vintage - Pedestal base with 3" diameter collar;47.88;23.94;;;;;N;81369BK.png;Y;Vintage ;https://snoc.com/products/vintage-base-piedestal-avec-collet-3-diametre?variant=40739944956066&om=9160
81369WH;1;EA;1;81369WH;;Base pour poteau;;Blanc;;;;N;;0;0;lbs;Vintage - Pedestal base with 3" diameter collar;47.88;23.94;;;;;N;81369WH.png;Y;Vintage ;https://snoc.com/products/vintage-base-piedestal-avec-collet-3-diametre?variant=40739944988834&om=9160
81494WH;1;EA;1;81494WH;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494WH.png?v=1652899233;Blanc;Clair biseauté;medium;;N;;0;0;lbs;Elegant - Post head - 81494;149.94;74.97;;;;;N;81494WH.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40739952623778&om=9160
81494BK;1;EA;1;81494BK;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494BK.png?v=1652899186;Noir;Clair biseauté;medium;;N;;0;0;lbs;Elegant - Post head - 81494;149.94;74.97;;;;;N;81494BK.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40741759844514&om=9160
81494BK LD;1;EA;1;81494BK LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494BK_LD.png?v=1652899190;Noir;Clair biseauté;;;Y;;0;0;lbs;Elegant - Post head - 81494;216.54;108.27;;;;;N;81494BKLD.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757659861154&om=9160
81494WH LD;1;EA;1;81494WH LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494WH_LD.png?v=1652899238;Blanc;Clair biseauté;;;Y;;0;0;lbs;Elegant - Post head - 81494;216.54;108.27;;;;;N;81494WHLD.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757661761698&om=9160
81494BK CS;1;EA;1;81494BK CS;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494BK_CS.png?v=1652899202;Noir;Verre clairsemé;medium;;N;;0;0;lbs;Elegant - Post head - 81494;149.94;74.97;;;;;N;81494BKCS.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757666480290&om=9160
81494BK CS LD;1;EA;1;81494BK CS LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494BK_CS_LD.png?v=1652899207;Noir;Verre clairsemé;;;Y;;0;0;lbs;Elegant - Post head - 81494;216.54;108.27;;;;;N;81494BKCSLD.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757666513058&om=9160
81494BK FF;1;EA;1;81494BK FF;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494BK_FF.png?v=1652899212;Noir;Café givré;medium;;N;;0;0;lbs;Elegant - Post head - 81494;175.68;87.84;;;;;N;81494BKFF.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757672738978&om=9160
81494BK FF LD;1;EA;1;81494BK FF LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494BK_FF_LD.png?v=1652899218;Noir;Café givré;;;Y;;0;0;lbs;Elegant - Post head - 81494;242.28;121.14;;;;;N;81494BKFFLD.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757672804514&om=9160
81494BK SE;1;EA;1;81494BK SE;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494BK_SE.png?v=1652899222;Noir;Verre givré biseauté;medium;;N;;0;0;lbs;Elegant - Post head - 81494;166.86;83.43;;;;;N;81494BKSE.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757692235938&om=9160
81494BK SE LD;1;EA;1;81494BK SE LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494BK_SE_LD.png?v=1652899228;Noir;Verre givré biseauté;;;Y;;0;0;lbs;Elegant - Post head - 81494;233.45999999999998;116.72999999999999;;;;;N;81494BKSELD.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757692498082&om=9160
81494WH SE;1;EA;1;81494WH SE;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494WH_SE.png?v=1652899261;Blanc;Verre givré biseauté;medium;;N;;0;0;lbs;Elegant - Post head - 81494;166.86;83.43;;;;;N;81494WHSE.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757714223266&om=9160
81494WH FF;1;EA;1;81494WH FF;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494WH_FF.png?v=1652899270;Blanc;Café givré;medium;;N;;0;0;lbs;Elegant - Post head - 81494;175.68;87.84;;;;;N;81494WHFF.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757714288802&om=9160
81494WH CS;1;EA;1;81494WH CS;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494WH_CS.png?v=1652899249;Blanc;Verre clairsemé;medium;;N;;0;0;lbs;Elegant - Post head - 81494;149.94;74.97;;;;;N;81494WHCS.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757714321570&om=9160
81494WH SE LD;1;EA;1;81494WH SE LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494WH_SE_LD.png?v=1652899266;Blanc;Verre givré biseauté;;;Y;;0;0;lbs;Elegant - Post head - 81494;233.45999999999998;116.72999999999999;;;;;N;81494WHSELD.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757714387106&om=9160
81494WH FF LD;1;EA;1;81494WH FF LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494WH_FF_LD.png?v=1652899277;Blanc;Café givré;;;Y;;0;0;lbs;Elegant - Post head - 81494;242.28;121.14;;;;;N;81494WHFFLD.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757714452642&om=9160
81494WH CS LD;1;EA;1;81494WH CS LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81494WH_CS_LD.png?v=1652899283;Blanc;Verre clairsemé;;;Y;;0;0;lbs;Elegant - Post head - 81494;216.54;108.27;;;;;N;81494WHCSLD.png;Y;Elegant ;https://snoc.com/products/elegant-sur-poteau?variant=40757714550946&om=9160
81483BK;1;EA;1;81483BK;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81483BK.png?v=1652899029;Noir;Verre clair bisauté;medium;;N;;0;0;lbs;Elegant - Wall Mount Up - 81483;149.94;74.97;;;;;N;81483BK.png;Y;Elegant ;https://snoc.com/products/elegant-murale-montage-vers-le-haut?variant=40739988275362&om=9160
81483BK LD;1;EA;1;81483BK LD;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81483BK_LD.png?v=1652899033;Noir;Verre clair bisauté;;;Y;;0;0;lbs;Elegant - Wall Mount Up - 81483;216.54;108.27;;;;;N;81483BKLD.png;Y;Elegant ;https://snoc.com/products/elegant-murale-montage-vers-le-haut?variant=40739988308130&om=9160
81483BK CS;1;EA;1;81483BK CS;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/81483BK_CS.png?v=1652899042;Noir;Verre clairsemé;medium;;N;;0;0;lbs;Elegant - Wall Mount Up - 81483;166.86;83.43;;;;;N;81483BKCS.png;Y;Elegant ;https://snoc.com/products/elegant-murale-montage-vers-le-haut?variant=40739988340898&om=9160
